ID,ideology,leadership,name,district,party,description,introduced_bills_118,cosponsored_bills_118,unique_cosponsors_118,total_cosponsors_118
456859,0.5992870833665082,0.4105278189409259,Letlow,LA5,Republican,rank-and-file Republican,7,162,162,181
456847,0.8294871690369168,0.5231706134206632,Jackson,TX13,Republican,conservative Republican,27,352,185,454
456842,0.5673348219088107,0.07913427979288506,Bentz,OR2,Republican,moderate Republican follower,7,121,16,18
456799,0.6725600442513253,0.15052974366155775,Carl,AL1,Republican,moderate Republican follower,7,235,35,43
456813,0.6577059367140352,0.650136531715625,Clyde,GA9,Republican,moderate Republican leader,17,191,203,888
456808,0.8636159245661306,0.45073347387208185,Donalds,FL19,Republican,conservative Republican,81,625,161,393
456809,0.6537521736060772,0.3075267445278681,Gimenez,FL28,Republican,rank-and-file Republican,21,307,59,107
456824,0.6692775590628588,0.2257589844414921,LaTurner,KS2,Republican,moderate Republican follower,13,232,80,105
456846,0.726088635818264,0.727117358457398,Pfluger,TX11,Republican,moderate Republican leader,63,323,282,888
456804,0.1865070085855078,0.5695255744061704,Jacobs,CA51,Democrat,rank-and-file Democrat,27,457,206,593
456838,0.22929437423689034,0.4904538109723531,Torres,NY15,Democrat,rank-and-file Democrat,65,421,149,318
456863,0.22294957251581826,0.3544701082511577,Brown,MD4,Democrat,rank-and-file Democrat,12,407,138,361
456864,0.6059100130574744,0.3980354237685243,Carey,OH15,Republican,rank-and-file Republican,29,272,203,331
456860,0.24853083792207994,0.2501263170359909,Carter,LA2,Democrat,moderate Democratic follower,25,644,88,193
456862,0.6961045755204642,0.07258882998476307,Ellzey,TX6,Republican,moderate Republican follower,3,274,4,4
456845,0.7051249889815604,0.3004762059925864,Fallon,TX4,Republican,rank-and-file Republican,21,235,124,175
456818,0.7104265764121934,0.5878248210606876,Feenstra,IA4,Republican,rank-and-file Republican,48,310,256,639
456869,0.6754523646616876,0.34428906093199585,Finstad,,Republican,rank-and-file Republican,31,362,155,319
